02ffeecd09331f27f731b2eabc6d1e0dcd91daa4.flv,02ffeecd09331f27f731b2eabc6d1e0dcd91daa4.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
ce1451b329a9cd5ad178f0927644f81fad4c69c2.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(2, 1)
d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv,d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)(11, 11)(12, 12)(13, 13)(14, 14)(15, 15)
d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(6, 5)
d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(8, 10)
d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv,f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv	(6, 0)
d31adc1a71b72bb36f32b67cb6d52d4840a322c5.flv,f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv	(8, 8)(10, 9)(13, 10)
de71afa5fe2363589c28021940d2902d8701efdf.flv,de71afa5fe2363589c28021940d2902d8701efdf.flv	(0, 0)(1, 1)
de71afa5fe2363589c28021940d2902d8701efdf.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 2)
de71afa5fe2363589c28021940d2902d8701efdf.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 2)
de71afa5fe2363589c28021940d2902d8701efdf.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
de71afa5fe2363589c28021940d2902d8701efdf.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv,df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv	(0, 0)(1, 1)(2, 2)
df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)
df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(1, 3)
df4001c1e9d3e8fe3c61d9b6bac46cd377e6d2be.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
df839544c199b12b5de023c1ee8511b947f5c999.flv,df839544c199b12b5de023c1ee8511b947f5c999.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)
df839544c199b12b5de023c1ee8511b947f5c999.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
e018528afcd7682556a4049b76d76105f60fa922.flv,e018528afcd7682556a4049b76d76105f60fa922.flv	(0, 0)(1, 1)
f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv,f5d187eb9c7e5cfc6eaa206f479ede5c10603c68.flv	(0, 0)(1, 1)(2, 2)(3, 3)(4, 4)(5, 5)(6, 6)(7, 7)(8, 8)(9, 9)(10, 10)
